WeekEnding,HSCP,AgeGroup,AgeGroupQF,Sex,SexQF,Deaths,Average20152019,PercentVariation,PercentVariationQF
20200119,S37000031,Under 65,"",All,d,2,0.8,150,""
20200119,S37000031,65 and over,"",All,d,8,7,14.3,""
20200119,S37000031,All ages,d,All,d,10,7.8,28.2,""
20200119,S37000031,All ages,d,Female,"",5,4,25,""
20200119,S37000031,All ages,d,Male,"",5,3.8,31.6,""
20200119,S37000032,Under 65,"",All,d,16,17.8,-10.1,""
20200119,S37000032,65 and over,"",All,d,79,74.6,5.9,""
20200119,S37000032,All ages,d,All,d,95,92.4,2.8,""
20200119,S37000032,All ages,d,Female,"",38,46.2,-17.7,""
20200119,S37000032,All ages,d,Male,"",57,46.2,23.4,""
20200119,S37000033,Under 65,"",All,d,4,4.4,-9.1,""
20200119,S37000033,65 and over,"",All,d,35,38.6,-9.3,""
20200119,S37000033,All ages,d,All,d,39,43,-9.3,""
20200119,S37000033,All ages,d,Female,"",23,24,-4.2,""
20200119,S37000033,All ages,d,Male,"",16,19,-15.8,""
20200119,S37000034,Under 65,"",All,d,41,33.2,23.5,""
20200119,S37000034,65 and over,"",All,d,101,115.2,-12.3,""
20200119,S37000034,All ages,d,All,d,142,148.4,-4.3,""
20200119,S37000034,All ages,d,Female,"",74,79.4,-6.8,""
20200119,S37000034,All ages,d,Male,"",68,69,-1.4,""
20200119,S37000035,Under 65,"",All,d,16,18,-11.1,""
20200119,S37000035,65 and over,"",All,d,67,72.4,-7.5,""
20200119,S37000035,All ages,d,All,d,83,90.4,-8.2,""
20200119,S37000035,All ages,d,Female,"",38,48,-20.8,""
20200119,S37000035,All ages,d,Male,"",45,42.4,6.1,""
20200126,S37000001,Under 65,"",All,d,11,10,10,""
20200126,S37000001,65 and over,"",All,d,28,40.6,-31,""
20200126,S37000001,All ages,d,All,d,39,50.6,-22.9,""
20200126,S37000001,All ages,d,Female,"",21,24,-12.5,""
20200126,S37000001,All ages,d,Male,"",18,26.6,-32.3,""
20200126,S37000002,Under 65,"",All,d,8,8.6,-7,""
20200126,S37000002,65 and over,"",All,d,46,54.4,-15.4,""
20200126,S37000002,All ages,d,All,d,54,63,-14.3,""
20200126,S37000002,All ages,d,Female,"",24,31.8,-24.5,""
20200126,S37000002,All ages,d,Male,"",30,31.2,-3.8,""
20200126,S37000003,Under 65,"",All,d,2,5.2,-61.5,""
20200126,S37000003,65 and over,"",All,d,22,29.6,-25.7,""
20200126,S37000003,All ages,d,All,d,24,34.8,-31,""
20200126,S37000003,All ages,d,Female,"",16,19.2,-16.7,""
20200126,S37000003,All ages,d,Male,"",8,15.6,-48.7,""
20200126,S37000004,Under 65,"",All,d,3,5.6,-46.4,""
20200126,S37000004,65 and over,"",All,d,21,19.6,7.1,""
20200126,S37000004,All ages,d,All,d,24,25.2,-4.8,""
20200126,S37000004,All ages,d,Female,"",12,11.4,5.3,""
20200126,S37000004,All ages,d,Male,"",12,13.8,-13,""
20200126,S37000005,Under 65,"",All,d,7,5.6,25,""
20200126,S37000005,65 and over,"",All,d,31,30.6,1.3,""
20200126,S37000005,All ages,d,All,d,38,36.2,5,""
20200126,S37000005,All ages,d,Female,"",19,19.4,-2.1,""
20200126,S37000005,All ages,d,Male,"",19,16.8,13.1,""
20200126,S37000006,Under 65,"",All,d,6,5,20,""
20200126,S37000006,65 and over,"",All,d,36,37.8,-4.8,""
20200126,S37000006,All ages,d,All,d,42,42.8,-1.9,""
20200126,S37000006,All ages,d,Female,"",22,21.4,2.8,""
20200126,S37000006,All ages,d,Male,"",20,21.4,-6.5,""
20200126,S37000007,Under 65,"",All,d,4,8.2,-51.2,""
20200126,S37000007,65 and over,"",All,d,34,33.8,0.6,""
20200126,S37000007,All ages,d,All,d,38,42,-9.5,""
20200126,S37000007,All ages,d,Female,"",16,21.2,-24.5,""
20200126,S37000007,All ages,d,Male,"",22,20.8,5.8,""
20200126,S37000008,Under 65,"",All,d,5,5.2,-3.8,""
20200126,S37000008,65 and over,"",All,d,21,22.4,-6.2,""
20200126,S37000008,All ages,d,All,d,26,27.6,-5.8,""
20200126,S37000008,All ages,d,Female,"",13,13.4,-3,""
20200126,S37000008,All ages,d,Male,"",13,14.2,-8.5,""
20200126,S37000009,Under 65,"",All,d,3,3.8,-21.1,""
20200126,S37000009,65 and over,"",All,d,13,19.8,-34.3,""
20200126,S37000009,All ages,d,All,d,16,23.6,-32.2,""
20200126,S37000009,All ages,d,Female,"",8,13,-38.5,""
20200126,S37000009,All ages,d,Male,"",8,10.6,-24.5,""
20200126,S37000010,Under 65,"",All,d,2,2.8,-28.6,""
20200126,S37000010,65 and over,"",All,d,22,17.8,23.6,""
20200126,S37000010,All ages,d,All,d,24,20.6,16.5,""
20200126,S37000010,All ages,d,Female,"",15,11.2,33.9,""
20200126,S37000010,All ages,d,Male,"",9,9.4,-4.3,""
20200126,S37000011,Under 65,"",All,d,1,3.2,-68.8,""
20200126,S37000011,65 and over,"",All,d,22,20.2,8.9,""
20200126,S37000011,All ages,d,All,d,23,23.4,-1.7,""
20200126,S37000011,All ages,d,Female,"",11,9.4,17,""
20200126,S37000011,All ages,d,Male,"",12,14,-14.3,""
20200126,S37000012,Under 65,"",All,d,20,16.2,23.5,""
20200126,S37000012,65 and over,"",All,d,69,78,-11.5,""
20200126,S37000012,All ages,d,All,d,89,94.2,-5.5,""
20200126,S37000012,All ages,d,Female,"",44,46.8,-6,""
20200126,S37000012,All ages,d,Male,"",45,47.2,-4.7,""
20200126,S37000013,Under 65,"",All,d,3,4.4,-31.8,""
20200126,S37000013,65 and over,"",All,d,37,34.8,6.3,""
20200126,S37000013,All ages,d,All,d,40,39.2,2,""
20200126,S37000013,All ages,d,Female,"",18,18.6,-3.2,""
20200126,S37000013,All ages,d,Male,"",22,20.6,6.8,""
20200126,S37000016,Under 65,"",All,d,13,10,30,""
20200126,S37000016,65 and over,"",All,d,39,50.2,-22.3,""
20200126,S37000016,All ages,d,All,d,52,60.2,-13.6,""
20200126,S37000016,All ages,d,Female,"",22,32.4,-32.1,""
20200126,S37000016,All ages,d,Male,"",30,27.8,7.9,""
20200126,S37000017,Under 65,"",All,d,5,3.2,56.2,""
20200126,S37000017,65 and over,"",All,d,13,15.6,-16.7,""
20200126,S37000017,All ages,d,All,d,18,18.8,-4.3,""
20200126,S37000017,All ages,d,Female,"",12,9.4,27.7,""
20200126,S37000017,All ages,d,Male,"",6,9.4,-36.2,""
20200126,S37000018,Under 65,"",All,d,2,2.6,-23.1,""
20200126,S37000018,65 and over,"",All,d,17,18.2,-6.6,""
20200126,S37000018,All ages,d,All,d,19,20.8,-8.7,""
20200126,S37000018,All ages,d,Female,"",8,10.2,-21.6,""
20200126,S37000018,All ages,d,Male,"",11,10.6,3.8,""
20200126,S37000019,Under 65,"",All,d,2,2.8,-28.6,""
20200126,S37000019,65 and over,"",All,d,21,19.8,6.1,""
20200126,S37000019,All ages,d,All,d,23,22.6,1.8,""
20200126,S37000019,All ages,d,Female,"",17,11.8,44.1,""
20200126,S37000019,All ages,d,Male,"",6,10.8,-44.4,""
20200126,S37000020,Under 65,"",All,d,7,7.2,-2.8,""
20200126,S37000020,65 and over,"",All,d,30,31.8,-5.7,""
20200126,S37000020,All ages,d,All,d,37,39,-5.1,""
20200126,S37000020,All ages,d,Female,"",14,23,-39.1,""
20200126,S37000020,All ages,d,Male,"",23,16,43.8,""
20200126,S37000022,Under 65,"",All,d,1,0.6,66.7,""
20200126,S37000022,65 and over,"",All,d,3,4.4,-31.8,""
20200126,S37000022,All ages,d,All,d,4,5,-20,""
20200126,S37000022,All ages,d,Female,"",0,2.8,-100,""
20200126,S37000022,All ages,d,Male,"",4,2.2,81.8,""
20200126,S37000024,Under 65,"",All,d,8,8.8,-9.1,""
20200126,S37000024,65 and over,"",All,d,35,36.4,-3.8,""
20200126,S37000024,All ages,d,All,d,43,45.2,-4.9,""
20200126,S37000024,All ages,d,Female,"",22,21.6,1.9,""
20200126,S37000024,All ages,d,Male,"",21,23.6,-11,""
20200126,S37000025,Under 65,"",All,d,5,4,25,""
20200126,S37000025,65 and over,"",All,d,24,28,-14.3,""
20200126,S37000025,All ages,d,All,d,29,32,-9.4,""
20200126,S37000025,All ages,d,Female,"",18,18,0,""
20200126,S37000025,All ages,d,Male,"",11,14,-21.4,""
20200126,S37000026,Under 65,"",All,d,0,0,0,""
20200126,S37000026,65 and over,"",All,d,2,3.8,-47.4,""
20200126,S37000026,All ages,d,All,d,2,3.8,-47.4,""
20200126,S37000026,All ages,d,Female,"",2,1.6,25,""
20200126,S37000026,All ages,d,Male,"",0,2.2,-100,""
20200126,S37000027,Under 65,"",All,d,8,3.4,135.3,""
20200126,S37000027,65 and over,"",All,d,32,29.4,8.8,""
20200126,S37000027,All ages,d,All,d,40,32.8,22,""
20200126,S37000027,All ages,d,Female,"",21,17,23.5,""
20200126,S37000027,All ages,d,Male,"",19,15.8,20.3,""
20200126,S37000028,Under 65,"",All,d,20,19,5.3,""
20200126,S37000028,65 and over,"",All,d,55,65.6,-16.2,""
20200126,S37000028,All ages,d,All,d,75,84.6,-11.3,""
20200126,S37000028,All ages,d,Female,"",46,47.4,-3,""
20200126,S37000028,All ages,d,Male,"",29,37.2,-22,""
20200126,S37000029,Under 65,"",All,d,5,3.8,31.6,""
20200126,S37000029,65 and over,"",All,d,15,17.6,-14.8,""
20200126,S37000029,All ages,d,All,d,20,21.4,-6.5,""
20200126,S37000029,All ages,d,Female,"",11,11.2,-1.8,""
20200126,S37000029,All ages,d,Male,"",9,10.2,-11.8,""
20200126,S37000030,Under 65,"",All,d,4,6,-33.3,""
20200126,S37000030,65 and over,"",All,d,29,31.2,-7.1,""
20200126,S37000030,All ages,d,All,d,33,37.2,-11.3,""
20200126,S37000030,All ages,d,Female,"",14,21.2,-34,""
20200126,S37000030,All ages,d,Male,"",19,16,18.8,""
20200126,S37000031,Under 65,"",All,d,2,1.6,25,""
20200126,S37000031,65 and over,"",All,d,8,7,14.3,""
20200126,S37000031,All ages,d,All,d,10,8.6,16.3,""
20200126,S37000031,All ages,d,Female,"",3,3.8,-21.1,""
20200126,S37000031,All ages,d,Male,"",7,4.8,45.8,""
20200126,S37000032,Under 65,"",All,d,13,16.4,-20.7,""
20200126,S37000032,65 and over,"",All,d,83,80.4,3.2,""
20200126,S37000032,All ages,d,All,d,96,96.8,-0.8,""
20200126,S37000032,All ages,d,Female,"",40,50.2,-20.3,""
20200126,S37000032,All ages,d,Male,"",56,46.6,20.2,""
20200126,S37000033,Under 65,"",All,d,4,3.8,5.3,""
20200126,S37000033,65 and over,"",All,d,39,31.6,23.4,""
20200126,S37000033,All ages,d,All,d,43,35.4,21.5,""
20200126,S37000033,All ages,d,Female,"",21,22.4,-6.2,""
20200126,S37000033,All ages,d,Male,"",22,13,69.2,""
20200126,S37000034,Under 65,"",All,d,28,35.2,-20.5,""
20200126,S37000034,65 and over,"",All,d,87,102.6,-15.2,""
20200126,S37000034,All ages,d,All,d,115,137.8,-16.5,""
20200126,S37000034,All ages,d,Female,"",72,67,7.5,""
20200126,S37000034,All ages,d,Male,"",43,70.8,-39.3,""
20200126,S37000035,Under 65,"",All,d,20,21.8,-8.3,""
20200126,S37000035,65 and over,"",All,d,66,65,1.5,""
20200126,S37000035,All ages,d,All,d,86,86.8,-0.9,""
20200126,S37000035,All ages,d,Female,"",44,40.4,8.9,""
20200126,S37000035,All ages,d,Male,"",42,46.4,-9.5,""
20200202,S37000001,Under 65,"",All,d,9,8.6,4.7,""
20200202,S37000001,65 and over,"",All,d,40,37.6,6.4,""
20200202,S37000001,All ages,d,All,d,49,46.2,6.1,""
20200202,S37000001,All ages,d,Female,"",24,22.6,6.2,""
20200202,S37000001,All ages,d,Male,"",25,23.6,5.9,""
20200202,S37000002,Under 65,"",All,d,9,8.4,7.1,""
20200202,S37000002,65 and over,"",All,d,36,48.8,-26.2,""
20200202,S37000002,All ages,d,All,d,45,57.2,-21.3,""
20200202,S37000002,All ages,d,Female,"",22,31.2,-29.5,""
20200202,S37000002,All ages,d,Male,"",23,26,-11.5,""
20200202,S37000003,Under 65,"",All,d,3,4.2,-28.6,""
20200202,S37000003,65 and over,"",All,d,26,21.4,21.5,""
20200202,S37000003,All ages,d,All,d,29,25.6,13.3,""
20200202,S37000003,All ages,d,Female,"",17,14.2,19.7,""
20200202,S37000003,All ages,d,Male,"",12,11.4,5.3,""
20200202,S37000004,Under 65,"",All,d,3,3.2,-6.3,""
20200202,S37000004,65 and over,"",All,d,20,19.2,4.2,""
20200202,S37000004,All ages,d,All,d,23,22.4,2.7,""
20200202,S37000004,All ages,d,Female,"",14,12.8,9.4,""
20200202,S37000004,All ages,d,Male,"",9,9.6,-6.2,""
20200202,S37000005,Under 65,"",All,d,9,5,80,""
20200202,S37000005,65 and over,"",All,d,28,28.2,-0.7,""
20200202,S37000005,All ages,d,All,d,37,33.2,11.4,""
20200202,S37000005,All ages,d,Female,"",13,16.8,-22.6,""
20200202,S37000005,All ages,d,Male,"",24,16.4,46.3,""
20200202,S37000006,Under 65,"",All,d,5,5.8,-13.8,""
20200202,S37000006,65 and over,"",All,d,38,35.6,6.7,""
20200202,S37000006,All ages,d,All,d,43,41.4,3.9,""
20200202,S37000006,All ages,d,Female,"",16,20.6,-22.3,""
20200202,S37000006,All ages,d,Male,"",27,20.8,29.8,""
20200202,S37000007,Under 65,"",All,d,5,7.4,-32.4,""
20200202,S37000007,65 and over,"",All,d,31,30.2,2.6,""
20200202,S37000007,All ages,d,All,d,36,37.6,-4.3,""
20200202,S37000007,All ages,d,Female,"",19,20.2,-5.9,""
20200202,S37000007,All ages,d,Male,"",17,17.4,-2.3,""
20200202,S37000008,Under 65,"",All,d,5,5.8,-13.8,""
20200202,S37000008,65 and over,"",All,d,21,31.4,-33.1,""
20200202,S37000008,All ages,d,All,d,26,37.2,-30.1,""
20200202,S37000008,All ages,d,Female,"",15,19.8,-24.2,""
20200202,S37000008,All ages,d,Male,"",11,17.4,-36.8,""
20200202,S37000009,Under 65,"",All,d,5,2.2,127.3,""
20200202,S37000009,65 and over,"",All,d,24,23.4,2.6,""
20200202,S37000009,All ages,d,All,d,29,25.6,13.3,""
20200202,S37000009,All ages,d,Female,"",13,15,-13.3,""
20200202,S37000009,All ages,d,Male,"",16,10.6,50.9,""
20200202,S37000010,Under 65,"",All,d,1,3.2,-68.8,""
20200202,S37000010,65 and over,"",All,d,16,19.2,-16.7,""
20200202,S37000010,All ages,d,All,d,17,22.4,-24.1,""
20200202,S37000010,All ages,d,Female,"",6,11.6,-48.3,""
20200202,S37000010,All ages,d,Male,"",11,10.8,1.9,""
20200202,S37000011,Under 65,"",All,d,4,3.2,25,""
20200202,S37000011,65 and over,"",All,d,14,14.4,-2.8,""
20200202,S37000011,All ages,d,All,d,18,17.6,2.3,""
20200202,S37000011,All ages,d,Female,"",13,10,30,""
20200202,S37000011,All ages,d,Male,"",5,7.6,-34.2,""
20200202,S37000012,Under 65,"",All,d,18,18.4,-2.2,""
20200202,S37000012,65 and over,"",All,d,58,76.2,-23.9,""
20200202,S37000012,All ages,d,All,d,76,94.6,-19.7,""
20200202,S37000012,All ages,d,Female,"",44,50.6,-13,""
20200202,S37000012,All ages,d,Male,"",32,44,-27.3,""
20200202,S37000013,Under 65,"",All,d,2,9.4,-78.7,""
20200202,S37000013,65 and over,"",All,d,27,26.4,2.3,""
20200202,S37000013,All ages,d,All,d,29,35.8,-19,""
20200202,S37000013,All ages,d,Female,"",11,19,-42.1,""
20200202,S37000013,All ages,d,Male,"",18,16.8,7.1,""
20200202,S37000016,Under 65,"",All,d,13,5,160,""
20200202,S37000016,65 and over,"",All,d,46,53.4,-13.9,""
20200202,S37000016,All ages,d,All,d,59,58.4,1,""
20200202,S37000016,All ages,d,Female,"",32,27.8,15.1,""
20200202,S37000016,All ages,d,Male,"",27,30.6,-11.8,""
20200202,S37000017,Under 65,"",All,d,4,5.4,-25.9,""
20200202,S37000017,65 and over,"",All,d,19,19.8,-4,""
20200202,S37000017,All ages,d,All,d,23,25.2,-8.7,""
20200202,S37000017,All ages,d,Female,"",11,14.2,-22.5,""
20200202,S37000017,All ages,d,Male,"",12,11,9.1,""
20200202,S37000018,Under 65,"",All,d,3,3.2,-6.3,""
20200202,S37000018,65 and over,"",All,d,17,15.4,10.4,""
20200202,S37000018,All ages,d,All,d,20,18.6,7.5,""
20200202,S37000018,All ages,d,Female,"",9,10.2,-11.8,""
20200202,S37000018,All ages,d,Male,"",11,8.4,31,""
20200202,S37000019,Under 65,"",All,d,2,2.8,-28.6,""
20200202,S37000019,65 and over,"",All,d,13,16.8,-22.6,""
20200202,S37000019,All ages,d,All,d,15,19.6,-23.5,""
20200202,S37000019,All ages,d,Female,"",6,8.8,-31.8,""
20200202,S37000019,All ages,d,Male,"",9,10.8,-16.7,""
20200202,S37000020,Under 65,"",All,d,10,6.6,51.5,""
20200202,S37000020,65 and over,"",All,d,29,31.4,-7.6,""
20200202,S37000020,All ages,d,All,d,39,38,2.6,""
20200202,S37000020,All ages,d,Female,"",17,20,-15,""
20200202,S37000020,All ages,d,Male,"",22,18,22.2,""
20200202,S37000022,Under 65,"",All,d,0,1.6,-100,""
20200202,S37000022,65 and over,"",All,d,2,4.4,-54.5,""
20200202,S37000022,All ages,d,All,d,2,6,-66.7,""
20200202,S37000022,All ages,d,Female,"",1,3.2,-68.8,""
20200202,S37000022,All ages,d,Male,"",1,2.8,-64.3,""
20200202,S37000024,Under 65,"",All,d,6,9.6,-37.5,""
20200202,S37000024,65 and over,"",All,d,27,38.8,-30.4,""
20200202,S37000024,All ages,d,All,d,33,48.4,-31.8,""
20200202,S37000024,All ages,d,Female,"",17,24,-29.2,""
20200202,S37000024,All ages,d,Male,"",16,24.4,-34.4,""
20200202,S37000025,Under 65,"",All,d,2,4.2,-52.4,""
20200202,S37000025,65 and over,"",All,d,25,27,-7.4,""
20200202,S37000025,All ages,d,All,d,27,31.2,-13.5,""
20200202,S37000025,All ages,d,Female,"",15,16.2,-7.4,""
20200202,S37000025,All ages,d,Male,"",12,15,-20,""
20200202,S37000026,Under 65,"",All,d,1,1.4,-28.6,""
20200202,S37000026,65 and over,"",All,d,4,3.4,17.6,""
20200202,S37000026,All ages,d,All,d,5,4.8,4.2,""
20200202,S37000026,All ages,d,Female,"",4,2.8,42.9,""
20200202,S37000026,All ages,d,Male,"",1,2,-50,""
20200202,S37000027,Under 65,"",All,d,6,5.4,11.1,""
20200202,S37000027,65 and over,"",All,d,25,26.8,-6.7,""
20200202,S37000027,All ages,d,All,d,31,32.2,-3.7,""
20200202,S37000027,All ages,d,Female,"",14,19,-26.3,""
20200202,S37000027,All ages,d,Male,"",17,13.2,28.8,""
20200202,S37000028,Under 65,"",All,d,10,12,-16.7,""
20200202,S37000028,65 and over,"",All,d,58,62.2,-6.8,""
20200202,S37000028,All ages,d,All,d,68,74.2,-8.4,""
20200202,S37000028,All ages,d,Female,"",29,42.2,-31.3,""
20200202,S37000028,All ages,d,Male,"",39,32,21.9,""
20200202,S37000029,Under 65,"",All,d,3,3.8,-21.1,""
20200202,S37000029,65 and over,"",All,d,19,17,11.8,""
20200202,S37000029,All ages,d,All,d,22,20.8,5.8,""
20200202,S37000029,All ages,d,Female,"",7,12.8,-45.3,""
20200202,S37000029,All ages,d,Male,"",15,8,87.5,""
20200202,S37000030,Under 65,"",All,d,5,7.8,-35.9,""
20200202,S37000030,65 and over,"",All,d,35,25.8,35.7,""
20200202,S37000030,All ages,d,All,d,40,33.6,19,""
20200202,S37000030,All ages,d,Female,"",20,18,11.1,""
20200202,S37000030,All ages,d,Male,"",20,15.6,28.2,""
20200202,S37000031,Under 65,"",All,d,1,1.4,-28.6,""
20200202,S37000031,65 and over,"",All,d,9,7,28.6,""
20200202,S37000031,All ages,d,All,d,10,8.4,19,""
20200202,S37000031,All ages,d,Female,"",6,3.6,66.7,""
20200202,S37000031,All ages,d,Male,"",4,4.8,-16.7,""
20200202,S37000032,Under 65,"",All,d,19,15.4,23.4,""
20200202,S37000032,65 and over,"",All,d,60,75.2,-20.2,""
20200202,S37000032,All ages,d,All,d,79,90.6,-12.8,""
20200202,S37000032,All ages,d,Female,"",32,48.6,-34.2,""
20200202,S37000032,All ages,d,Male,"",47,42,11.9,""
20200202,S37000033,Under 65,"",All,d,5,6.2,-19.4,""
20200202,S37000033,65 and over,"",All,d,30,31.6,-5.1,""
20200202,S37000033,All ages,d,All,d,35,37.8,-7.4,""
20200202,S37000033,All ages,d,Female,"",20,20.8,-3.8,""
20200202,S37000033,All ages,d,Male,"",15,17,-11.8,""
20200202,S37000034,Under 65,"",All,d,26,33.4,-22.2,""
20200202,S37000034,65 and over,"",All,d,113,115.4,-2.1,""
20200202,S37000034,All ages,d,All,d,139,148.8,-6.6,""
20200202,S37000034,All ages,d,Female,"",67,75.6,-11.4,""
20200202,S37000034,All ages,d,Male,"",72,73.2,-1.6,""
20200202,S37000035,Under 65,"",All,d,16,16.4,-2.4,""
20200202,S37000035,65 and over,"",All,d,65,65.8,-1.2,""
20200202,S37000035,All ages,d,All,d,81,82.2,-1.5,""
20200202,S37000035,All ages,d,Female,"",45,46,-2.2,""
20200202,S37000035,All ages,d,Male,"",36,36.2,-0.6,""
20200209,S37000001,Under 65,"",All,d,6,12.6,-52.4,""
20200209,S37000001,65 and over,"",All,d,41,36,13.9,""
20200209,S37000001,All ages,d,All,d,47,48.6,-3.3,""
20200209,S37000001,All ages,d,Female,"",25,24.4,2.5,""
20200209,S37000001,All ages,d,Male,"",22,24.2,-9.1,""
20200209,S37000002,Under 65,"",All,d,12,8.8,36.4,""
20200209,S37000002,65 and over,"",All,d,42,48.2,-12.9,""
20200209,S37000002,All ages,d,All,d,54,57,-5.3,""
20200209,S37000002,All ages,d,Female,"",29,30,-3.3,""
20200209,S37000002,All ages,d,Male,"",25,27,-7.4,""
20200209,S37000003,Under 65,"",All,d,5,4.2,19,""
20200209,S37000003,65 and over,"",All,d,29,27.6,5.1,""
20200209,S37000003,All ages,d,All,d,34,31.8,6.9,""
20200209,S37000003,All ages,d,Female,"",18,16.6,8.4,""
20200209,S37000003,All ages,d,Male,"",16,15.2,5.3,""
20200209,S37000004,Under 65,"",All,d,7,4.2,66.7,""
20200209,S37000004,65 and over,"",All,d,18,19.4,-7.2,""
20200209,S37000004,All ages,d,All,d,25,23.6,5.9,""
20200209,S37000004,All ages,d,Female,"",15,10.8,38.9,""
20200209,S37000004,All ages,d,Male,"",10,12.8,-21.9,""
20200209,S37000005,Under 65,"",All,d,5,6.6,-24.2,""
20200209,S37000005,65 and over,"",All,d,19,24,-20.8,""
20200209,S37000005,All ages,d,All,d,24,30.6,-21.6,""
20200209,S37000005,All ages,d,Female,"",14,17,-17.6,""
20200209,S37000005,All ages,d,Male,"",10,13.6,-26.5,""
20200209,S37000006,Under 65,"",All,d,5,4.6,8.7,""
20200209,S37000006,65 and over,"",All,d,37,40,-7.5,""
20200209,S37000006,All ages,d,All,d,42,44.6,-5.8,""
20200209,S37000006,All ages,d,Female,"",19,21.4,-11.2,""
20200209,S37000006,All ages,d,Male,"",23,23.2,-0.9,""
20200209,S37000007,Under 65,"",All,d,7,7.6,-7.9,""
20200209,S37000007,65 and over,"",All,d,21,28.8,-27.1,""
20200209,S37000007,All ages,d,All,d,28,36.4,-23.1,""
20200209,S37000007,All ages,d,Female,"",8,17.2,-53.5,""
20200209,S37000007,All ages,d,Male,"",20,19.2,4.2,""
20200209,S37000008,Under 65,"",All,d,3,4.2,-28.6,""
20200209,S37000008,65 and over,"",All,d,27,24.6,9.8,""
20200209,S37000008,All ages,d,All,d,30,28.8,4.2,""
20200209,S37000008,All ages,d,Female,"",15,13.4,11.9,""
20200209,S37000008,All ages,d,Male,"",15,15.4,-2.6,""
20200209,S37000009,Under 65,"",All,d,1,2.4,-58.3,""
20200209,S37000009,65 and over,"",All,d,20,19.6,2,""
20200209,S37000009,All ages,d,All,d,21,22,-4.5,""
20200209,S37000009,All ages,d,Female,"",10,13.2,-24.2,""
20200209,S37000009,All ages,d,Male,"",11,8.8,25,""
20200209,S37000010,Under 65,"",All,d,3,3,0,""
20200209,S37000010,65 and over,"",All,d,25,20.4,22.5,""
20200209,S37000010,All ages,d,All,d,28,23.4,19.7,""
20200209,S37000010,All ages,d,Female,"",13,13.2,-1.5,""
20200209,S37000010,All ages,d,Male,"",15,10.2,47.1,""
20200209,S37000011,Under 65,"",All,d,4,3.2,25,""
20200209,S37000011,65 and over,"",All,d,16,18,-11.1,""
20200209,S37000011,All ages,d,All,d,20,21.2,-5.7,""
20200209,S37000011,All ages,d,Female,"",14,10.2,37.3,""
20200209,S37000011,All ages,d,Male,"",6,11,-45.5,""
20200209,S37000012,Under 65,"",All,d,22,14.4,52.8,""
20200209,S37000012,65 and over,"",All,d,84,80,5,""
20200209,S37000012,All ages,d,All,d,106,94.4,12.3,""
20200209,S37000012,All ages,d,Female,"",56,50,12,""
20200209,S37000012,All ages,d,Male,"",50,44.4,12.6,""
20200209,S37000013,Under 65,"",All,d,6,6,0,""
20200209,S37000013,65 and over,"",All,d,25,28.2,-11.3,""
20200209,S37000013,All ages,d,All,d,31,34.2,-9.4,""
20200209,S37000013,All ages,d,Female,"",18,17.6,2.3,""
20200209,S37000013,All ages,d,Male,"",13,16.6,-21.7,""
20200209,S37000016,Under 65,"",All,d,11,8.2,34.1,""
20200209,S37000016,65 and over,"",All,d,32,39.6,-19.2,""
20200209,S37000016,All ages,d,All,d,43,47.8,-10,""
